Word,Iconicity,ipa,1_syl,2_son,3_cons,4_cont,5_delrel,6_lat,7_nas,8_strid,9_voi,10_sg,11_cg,12_ant,13_cor,14_distr,15_lab,16_hi,17_lo,18_back,19_round,20_velaric,21_tense,22_long,23_hitone,24_hireg,phon_pred
shh,0.9,ʃ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6673000748466674
hooch,0.6212121212121213,hut͡ʃ,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6453973155666045
booth,0.35,buθ,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6412312093364076
who,0.4333333333333333,hu,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6405917754445611
hoop,0.6111111111111112,hup,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6401555910170407
clue,0.2083333333333333,klu,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6343014101368124
cool,0.7166666666666666,kul,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6343014101368124
glue,0.5999999999999999,ɡlu,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6336005667817527
ghoul,0.6666666666666666,ɡul,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6336005667817527
coop,0.5,kup,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6335552126536022
puke,0.7424242424242423,puk,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6335552126536022
coup,0.3999999999999999,ku,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6306912078994034
coo,0.6666666666666666,ku,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6306912078994034
goo,0.9,ɡu,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6296399428668138
goo-goo,0.9,ɡu-ɡu,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6296399428668138
whom,0.5303030303030303,hum,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6221763831690175
phlegm,0.7083333333333333,flɡm,0.0,0.5,1.0,0.5,0.0,0.25,0.25,0.25,0.75,0.0,0.0,0.75,0.25,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6220195624117523
gloom,0.8666666666666667,ɡlum,0.25,0.75,0.75,0.5,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.5,0.25,0.0,0.5,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.6215368247407971
sooth,0.7272727272727272,suθ,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6205888776413707
soothe,0.7916666666666666,suð,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.619888034286311
pooch,0.5166666666666666,put͡ʃ,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6197127265230598
school,0.5,skul,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.25,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.6195394818555369
spook,0.7833333333333333,spuk,0.25,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.5,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.618979833743129
scoop,0.7,skup,0.25,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.5,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.618979833743129
whose,0.2272727272727273,huz,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6181115726118842
fluke,0.5666666666666667,fluk,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.5,0.25,0.0,0.5,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.6174204356726867
heath,0.1499999999999999,hiθ,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6169616777501451
shoe,0.3833333333333333,ʃu,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.616073318221578
shoo,0.7999999999999999,ʃu,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.616073318221578
hoof,0.4074074074074074,huf,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6159870210564772
loop,0.7833333333333333,lup,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6152171994567063
pool,0.5666666666666667,pul,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6152171994567063
pule,0.4259259259259259,pul,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6152171994567063
blue,0.5499999999999999,blu,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6145163561016466
blew,0.5833333333333333,blu,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6145163561016466
poop,0.6666666666666666,pup,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.614471001973496
boob,0.4666666666666666,bub,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6130693152633766
clique,0.5999999999999999,klik,0.25,0.5,0.75,0.5,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.6118687981645385
grr,0.846153846153846,ɡɹ,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6117450943221858
goose,0.5833333333333333,ɡus,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6115111942484457
smooth,0.8166666666666667,smuð,0.25,0.5,0.75,0.75,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.75,0.5,0.25,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.6112524253692159
choo-choo,0.8333333333333333,t͡ʃu-t͡ʃu,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6099274787035899
chew,0.6333333333333333,t͡ʃu,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6099274787035899
whoosh,0.95,wuʃ,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6093068663157057
juju,0.5666666666666667,d͡ʒud͡ʒu,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6088762136710003
goof,0.6833333333333332,ɡuf,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.608685799337979
plume,0.5499999999999999,plum,0.25,0.75,0.75,0.5,0.0,0.25,0.25,0.0,0.75,0.0,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.6077492992470123
bloom,0.6833333333333332,blum,0.25,0.75,0.75,0.5,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.6072236667307175
group,0.6025641025641024,ɡɹup,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.25,0.0,0.5,0.75,0.0,0.75,0.5,0.0,0.25,0.0,0.0,0.0,0.6069049931007149
cleft,0.35,klft,0.0,0.25,1.0,0.5,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.75,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6057587514475706
spool,0.4666666666666666,spul,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.5,0.0,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.6052263238454572
threw,0.5833333333333333,θɹu,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6051899334732116
through,0.3666666666666667,θɹu,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6051899334732116
blues,0.6833333333333332,bluz,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.75,0.5,0.0,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.6041750588128676
pubes,0.3999999999999999,pubz,0.25,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.6036154107004599
lieu,0.3999999999999999,lu,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6031841881040595
clonk,0.7333333333333334,klɑŋk,0.2,0.6,0.8,0.4,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.6027150933197309
poo,0.8499999999999999,pu,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6020648918792442
mooch,0.7666666666666666,mut͡ʃ,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6017335186750365
tooth,0.5,tuθ,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6015709202028089
geek,0.4666666666666666,ɡik,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6012836159937816
boo,0.95,bu,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6010136268466546
swoosh,0.9487179487179488,swuʃ,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.6007935739897068
sheath,0.3787878787878788,ʃiθ,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6006160396014896
whoop,0.7666666666666666,wup,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5999679154208164
sheathe,0.4833333333333333,ʃið,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5999151962464299
hoot,0.7564102564102564,hut,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5997944585283821
smoosh,0.95,smuʃ,0.25,0.5,0.75,0.75,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.5,0.5,0.25,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.598186483018199
honk,0.8484848484848484,hɑŋk,0.25,0.75,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.5979636967693348
juice,0.6944444444444444,d͡ʒus,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5976687081179034
choose,0.2833333333333333,t͡ʃuz,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5976687081179034
clank,0.8939393939393938,klæŋk,0.2,0.6,0.8,0.4,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.5973474476015498
loom,0.4833333333333333,lum,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5972379916086831
bleak,0.5333333333333333,blik,0.25,0.5,0.75,0.5,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.5,0.25,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5970300076381642
crew,0.2638888888888888,kɹu,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5968130934353464
brooch,0.25,bɹut͡ʃ,0.25,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.5965231285028082
grew,0.4166666666666666,ɡɹu,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5961122500802867
boom,0.95,bum,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5957909507704131
squeak,0.9666666666666666,skwik,0.2,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.2,0.8,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.5953962075124389
smooch,0.858974358974359,smut͡ʃ,0.25,0.5,0.75,0.5,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.5,0.5,0.25,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.5951135632592048
huge,0.5833333333333333,hjud͡ʒ,0.25,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.25,0.25,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.5944746217959987
jukebox,0.5303030303030303,d͡ʒukbɑks,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,0.0,0.0,0.0,0.5942346053970436
clerk,0.4333333333333333,klɹ̩k,0.25,0.5,0.75,0.5,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.5941052688187125
loose,0.6818181818181818,lus,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5938740244066095
swoop,0.8166666666666667,swup,0.25,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.25,0.0,0.75,0.5,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.5937893608185398
groom,0.3833333333333333,ɡɹum,0.25,0.75,0.5,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.5,0.25,0.0,0.5,0.75,0.0,0.75,0.5,0.0,0.25,0.0,0.0,0.0,0.5934205872146976
lose,0.6333333333333333,luz,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5931731810515498
soup,0.5999999999999999,sup,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5931278269233993
conk,0.5512820512820513,kɑŋk,0.25,0.5,0.75,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5930134129967559
clock,0.5166666666666666,klɑk,0.25,0.5,0.75,0.5,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.5927443089851013
thank,0.4333333333333333,θæŋk,0.25,0.5,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.5925864858774286
